ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
78/16,Šolstvo/Znanost,"Glas (03.10.1978, letnik 31, številka 76)",>>Računalniki Iskradata C-18 in Iskradata 1680 .. podroben opis,http://www.dlib.si/stream/URN:NBN:SI:DOC-JHWUG2PM/75a0d991-4e3d-44d7-b148-41b9686080b1/PDF
78/17,Šolstvo/Znanost,"Glas (06.10.1978, letnik 31, številka 77)",">>Računalništvo prihodnosti
'V ospredju Iskrine predstavitve na sejmu elektronike je poslovno in procesno računalništvo, s katerim se iskra ukvarja že 15 let. Srednje ročni plan razvoja industrije v Sloveniji nalaga Iskri skrb za razvoj mikroelektronike, procesnega in poslovnega računalništva in elektrooptike. Iskra že skrbi za 248  procesorjev s hitrim spominon, nared pa jih je še 84. Najbolj znana sta sistem Iskradata 1680 in Iskradata C-18 izdelan po licenci CDC. Iskri si prizadeva za celovito obvladovanje področja in zmanjševanje odvisnosti od tujine. Še vedno se dela na tem, da bi prišlo do tesnejše povezave med proizvajalci Iskra, EI Niš in Rudi Čajevec. Ponuja se trg predvem doma, vendar vsega kar načrtujemo ne bo sprejel, zato se odpira tudi tuji'",http://www.dlib.si/stream/URN:NBN:SI:DOC-DPFIIVWI/01c4c6e7-2e69-41e3-a030-9f46ecff1367/PDF
78/27,Šolstvo/Znanost,"Sobotna priloga (11.11.1978, letnik 20, številka 262)",">>Dva koncepta računalniške proizvodnje
'Iskra kot predvidena nosilka razvoja računalniške proizvodnje ponuja le en koncept in je zaprta za druge koncepte, ki bi enako dobro lahko reševali pomanjkanje opreme. Konec šestdesetih Iskra ni uspela skleniti dogovora s CDC o proizvodnji kompletnih računalnikov vključno s centralno enoto. Iskra želi osovojiti proizvodnjo centralnih enot, saj bi s tem obvladali tudi celotno programsko opremo.'
'Proizvodnja centralne enote postaja manj pomembna, bolj pa programska oprema. Inteligenca se obenem prenaša iz centralne na periferne procesne enote. Torej bi morali obvladati tudi vsa ostala vezja.'
'V Iskri se ne zavedajo, da so že razvili lasten sistem Iskradata 1680 na podlagi mikroprocesorja Motorola 6800. Vse komponente so izdelali sami razen centralne enote, ki pa se je tako z razvojem tehnologije ne bo splačalo proizvajati, ampak  jih le integrirati in opremiti z ustrezno programsko opremo. Kaj je narobe, če kako drugo podjetje pride do centralne enote in programske opreme na nek drug način, kot naprimer Elektrotehnina Delta? V Delti težijo k razvoju programske opreme, ki bi bila prenosljiva med sistemi. Sodelujejo tudi z Gorenjem. Oba koncepta živita lahko drugo ob drugem.'",https://www.dlib.si/listalnik/URN_NBN_SI_DOC-W8VF6SO6/2/index.html
78/28,Šolstvo/Znanost,"Delo (16.02.1978, letnik 20, številka 38)",>>Iskra Philips 76.. CDC 77.. za sodelovanje z Delto ni zanimanja,https://www.dlib.si/listalnik/URN_NBN_SI_doc-8FKX2R59/6/index.html 
79/01,Šolstvo/Znanost,"Naš čas (23.11.1979, letnik 15, številka 46)",">>Prestrukturiranje proizvodnje v Gorenju
'studi v Gorenju začeli razmišljati o računalništvu, kot eni izmed novih panog, ki imajo potencial, da dosežejo svetovne razsežnosti tako kot njihova proizvodnja gospodinsjkih aparatov. Uresničevanja tega projekta so se lotili v okviru partnerstva z ameriškim proizvajalcem računalnikov Burroughs, ki naj bi v enakovrednem deležu prispeval k investicijam. Del računalniške opreme naj bi prodali na evropskih tržiščih, del pa v državah v razvoju'",https://www.dlib.si/stream/URN:NBN:SI:DOC-8YRQ1YP2/ad7ecea1-e877-4326-9680-c0ba7316410e/PDF
79/02,Šolstvo/Znanost,"Delo (29.09.1979, letnik 21, številka 228)","Program računalništva in informatike nedvomno omogoča uresničevanje začrtanih razvojnih ciljev Gorenja. Na podlagi dosedanjih izkušenj so si izbrali partnerja Burroughs, ki je en izmed vodilnih v svetu na tem področju.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-Q28XEN9X/12/index.html
79/04,Šolstvo/Znanost,"Informatica (1979, letnik 3, številka 1)",">>Delta sistemi 700/80, 340/80, 340/40 in 340/5
'Delta 700/80.. 512KB do 4MB glavnega in 2KB vmesnega pomnilnika, dve diskovni enoti po 80MB, dve magnetni tračni enoti, komunkiacijski vmesnik, konzolni terminal, linijski tiskalnik + dva alfanumerična videoterminala Kopa 1000'
'Delta 340/5.. 128KB do 256KB glavnega pomnilnika, dve diskovni enoti po 5MB, komunikacijski vmesnik in konzolni terminal'
'Delta 340/40.. 160KB do 256KB glavnega pomnilnika, enota za baterijsko napajanje, dve diskovni enoti po 40MB, ena magnetna tračna enota, komunikacijski vmesnik, konzolni terminal in linijski tiskalnik'
'Delta 340/80.. 256KB glavnega in 2KB vmesnega pomnilnika, enota za baterijsko napajanje, floating point procesor, dve diskovni enoti po 80MB, dve magnetni tračni enoti, komunikacijski vmesnik, konzolni terminal, linijski tiskalnik + dva alfanumerična videoterminala Kopa 1000'
>>Programska oprema
'Osnovne in dodatne aplikacije, večuporabniški OS Delta/M kompatibilen z RSX-11/M. Kvalitetna komunikacijska oprema, ki omogoča terminalsko povezovanje na najrazličnejše sisteme. Programiranje v macro zbornem jeziku in višjih jezikih Fortran, Fortran+, Basic, Basic+, RPG, Cobol, Pascal, Datatrieve'",https://www.dlib.si/stream/URN:NBN:SI:DOC-IOE5F5GH/dbc07a6f-2548-45a6-ab4d-b5f9da2dd170/PDF
79/05,Šolstvo/Znanost,"Informatica (1979, letnik 3, številka 1)",">>Integrirani mikroračunalnik ISKRA-EMZ 1001
'Sistemi z večjimi infojmacijskimi zahtevami trenutno ne morejo biti integrirani v enem samem čipu/ohišju. Monolitni mikroračunalniki danes vsebujejo notranje pomnilnike velikosti O,5-4KB za programe in 32-256B za podatke. Najcenejši način vpisovanja programov v monolitnih mikroračunalnikih se uporablja zapis v sami difuzijski maski pomnilnika ROM. Stroški tega procesa so dopustni pri izdelavi nad 5000 kosov'
'Mikroračunalnik Iskra EMZ-1001 je zaključeni mikroračunalnik na eni ploščici silicija. Z veliko gostoto integriranih elementov prinaša vse prednosti krmiljenja z mikroračunalnikom pri minimalnih stroških opreme. Njegova notranja zgradba je usmerjena zlasti v povezavo s tipkovnicami in izpisi na segmentiranih led diodah.'
'Obdelava podatkov v mikroračunalniku EMZ-1001 poteka preko 4 bitnih besed. Tako deluje tudi aritmetična enota, ki jo zato običajno programiramo za obdelave v serijskem BCD načinu. V aplikacijah, kakršnim naj bi največ služil EMZ 1001, aritmetika predvidoma ne bo pomembni parameter sistema. Važnejše bo pomnenje in odločanje na osnovi posameznih dogodkov, zaradi česar smo omogočili obdelave tudi nad posameznimi biti v pomnilniku RAM'
'Možne aplikacije: gospodinjski aparati, elektronske tehtnice, merilni aparati, elektronske igre in igralni avtomati, blagajne, registratorji dogodkov, enote za zbiranje vzorčnih podatkov, programatorji ipd.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-IOE5F5GH/dbc07a6f-2548-45a6-ab4d-b5f9da2dd170/PDF
79/07,Šolstvo/Znanost,"Tednik (05.04.1979, letnik 32, številka 13)",">>Dosežki tovarne Iskra
'Doseženi bistveni kvalitetni premiki v vgrajevanju večjega deleža znanja v proizvode in v osvajanje proizvodov visoke kompleksnosti. Zgrajena in v obratoanju tovarna mikroelektronskih monolitnih vezij MOS in tankoplastnih vezij v Ljubljani. Razširjene so bile kapacitete za proizvodnjo debeloplastnih hibridnih vezij in potenciometroc c Šentjerneju na Dolenjskem. Osnovana je bila nova tovarna, kjer je že stekla proizvodnja procesnih in poslovnih računalnikov Iskradata 1680 in Iskradata C-18. V gradnji je Center za avtomatizacijske inženiringe v Ljubljani, kjer bodo zmogljivosti za projektiranje in izdelavo sodobnih računalniških krmiljenih sistemov za daljinako upravljanje in avtomatizacijo v elektroenergetiki in industrijskih procesih, za signalizacijo in varovanje objektov..'",http://www.dlib.si/stream/URN:NBN:SI:DOC-6LE3Q2WI/6a960c52-c7be-4af6-a172-3db854c13fb0/PDF
79/08,Šolstvo/Znanost,"Tednik (02.10.1979, letnik 32, številka 78)",">>25 let Iskre
''Prek svojih specializiranih področnih enot v Beogradu, Skopju, Zagrebu in Ljubljani, Iskra že skrbi za stalne stike z uporabniki, razširjeno pa ima tudi servisno mrežo. Redno oskrbovanje z dodatno računalniško opremo in literaturo pa je postalo že stalno opravilo. Tako organizirana in široko zasnovana dejavnost, osredotočena k cilju, vsestranski in stalni skrbi za potrebe uporabnikov računalniških sistemov,'Tako je Iskra skupaj z Inštitutom Jožef Štefan in obema slovenskima univerzama razvila prvi mikroračunalnik Iskradata 1680 v Jugoslaviji, ki je uporaben za poslovne, procesne, laboratorijske in celo znanstvene namene. Po podatkih angleške strokovne revije Computer Science je to edini mikroračunalnik, ki je bil doslej razvit v socialističnih državah.'Izdeluje in uvaja računalniške programske pakete, prilagojene specifičnim potrebam posameznih panog, skrbi za tehnično vzdrževanje računalnikov in opreme, na tečajih in seminarjih pa usposablja računalniške kadre. Razen novih izvedb računalnikov in celovitih sistemov prikazuje tudi sistemske programske rešitve in razvite aplikativne programe za poslovno rabo: programe za finančno knjigovodstvo, fakturiranje, spremljanje zalog, naročil in podobno. Med novostmi, ki so plod domačega razvoja in izdelave velja omeniti nove zaslone s tastaturo, novo izvedbo mikroračunalnika Iskra data 1680 za uporabo v laboratorijih ter oblikovno novo izvedbo centralne procesne enote, delovnega mesta za zajemanje podatkov, mikroračunalnika 1680 in terminalov.",http://www.dlib.si/stream/URN:NBN:SI:DOC-E7QYTQCC/d1458a3a-cb9d-4e1c-b468-bc6babf8f6d5/PDF
79/09,Šolstvo/Znanost,"Tednik (31.07.1979, letnik 32, številka 58,59)",">>33 let Iskrine Elektromehanike
'Že aprila 1977 je bila ustanovljena v okviru kranjske Iskre TOZD Računalniki, v kateri sedaj združuje delo nad 250 ljudi in sicer v Kranju v proizvodnji nekaj več kot 100, več kot 150 pa je zaposlenih v prodajno-servisnih organizacijah po Jugoslaviji'
'Do sedaj so v Iskri izdelali in instalirali 53 računalnikov Iskradata C-18 in več kot 50 različnih konfiguracij mikroračunalnikov Iskradata 1680. Računalnike C-18 prodajajo predvsem za poslovno uporabo v računalniške centre podjetij, kasneje pa bodo lahko uporabljeni tudi v procesne namene. Mikroračunalnik Iskradata 1680 pa je trenutno največkrat uporabljen za vodenje procesov v laboratorijih na univerzah v Ljubljani, Mariboru in Zagrebu, v laboratorijih Iskrinih tovarn, v nukloelektrarni Krško, vgrajeni so v krmiljenje semaforjev na novi Celovški cesti itd. Sedaj v Iskri razvijajo aplikacije mikroračunalnikov za poslovno uporabo in sicer za zajemanj e podatkov na mali poslovni računalnik.'",http://www.dlib.si/stream/URN:NBN:SI:DOC-UON4X8PO/82531e3b-f020-48db-a22f-9d095d7ffcea/PDF
79/12,Šolstvo/Znanost,Nove tovarne na Črnučah,">>Investicije
'Elektrotehna tozd Digital ima izdelan projekt za proizvodnjo računalniskih sistemov Delta, kar bo tudi največja investicija za Bežigradom'",https://www.dlib.si/stream/URN:NBN:SI:DOC-PQ6OJOII/60415d9d-e658-49f6-8aee-f485ad3c9cf3/PDF
79/17,Šolstvo/Znanost,"Delo (07.07.1979, letnik 21, številka 156)",>>Novi proizvodni prostori na Laborah,http://www.dlib.si/listalnik/URN_NBN_SI_doc-996Q9E3X/2/index.html
79/18,Šolstvo/Znanost,"Delo (11.07.1979, letnik 21, številka 159)",">>Računalniki v koroškem gospodarstvu
'V elektrotehniki se poskuša tudi že koroška industrija. V slovenjgraški tovarni meril Slovenijales namreč izdelujejo viedo terminale Kopa, ki so sestavni del Elektrotehninih računalnikov Delta'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-N233DG52/22/index.html
79/21,Šolstvo/Znanost,"Delo (05.10.1979, letnik 21, številka 233)",">>Sodobna elektronika 79
'Žepni in namizni računalniki.. poslovni računalniki.. Iskra.. Elektrotehna Dela.. Kopa terminali.. knjigovodsko-obračunski računlaniki iz TRS Zagreb.. RIZ Zagreb.. računalniško krmiljene naprave.. IMP+IJS računalniško vodenje cementarne.. Iskra komandni pult za vodenje asfaltne baze.. IJS krmiljeni pisalni stroj za izpisovane čistopisnih tekstov'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-5ZHIB36G/2/index.html
79/23,Šolstvo/Znanost,"Delo (08.10.1979, letnik 21, številka 235)",">>Interbiro Zagreb
'Celoten proizvodni program Delta sistemov: 340, 700, 4780'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-ZKROQY7N/10/index.html
79/24,Šolstvo/Znanost,"Delo (07.11.1979, letnik 21, številka 260)",">>Uvoz urejamo z omejitvami, prihajajo pa naprave iz domačih tovarn
'V zadnjih letih je bilo večkrat kritizirano nekoordinirano, nenadzorovano in nestrokovno opremljanje pri slovenskih uporabnikih računalniške opreme.. prepuščeni so bili stihijskemu uvozu, zaraadi česar so bili sisitemi različni in nekompatiblini, uporabniki pa so slabo izdelali ali pa splohi ne srednjeročne in dolgoročne programe opremljanja. Prav tako ni bila zasnovana razvojna politika opremljanja za celotno republiko.'
'Računalnika ne more obvladati posameznik, temveč ekipa strokovnih posameznikov'
'Računalnik je sicer mogoče obvladati do te stropnje, da daje prve a mogoče ne tako učinkovite rezultate, če ima posameznik dovolj predznanja. Pridobi pa si ga z obsežnim šolanjem in tečaji in z dolgoletnimi izkušnjami'
'Po prvih začetnih korakih uvajanja, traja precej časa da je skupina strokovnjakov sposobna podrediti celoten kompleksni informacijski sistem. Še zahtevnejše pa bo to na področju širšega družbenega informacijskega sistema'
'Dolgoročni namen je, da z računalniško opremo uspemo obvladati gospodarske in nesgospodarske sisteme v vsej njihovi kompleksnosti in širini kot enoten informacijski sistem.. Povezati posamezne informacije v logičen informacijski tok.''V Jugoslaviji že imamo močnejše računalniške centre, ki povezujejo 5-10 aktivnih in 100-200 pasivnih terminalov.. Večina bodočih centrov predvideva podoben koncept distribuirane obdelave, ki je danes že močno zastopan v razvitih državah. Nestrokovno planiranje takih kapacitet lahko stroške podvoji ali potroji. Problemi so s pomanjkanjem strokovnega kadra, zato je uvajanje in vzdrževanje programske opreme prepočasno. Problemi so tudi z zamenjavo proizvajalca opreme.'
'Gospodarska zbornica ima v zadnjih letih več posluha za poenotenje problematike z bolj smotrno uvozno politiko. Poleg razvojnega koncepta opremljanja z manj močnejšimi računalniki in mrežo terminalov, mora vsak prosilec za uvoz predložiti tudi srednjeročno zastavljen razvojni koncept. Pri komisiji se je nabralo veliko število projektov, ki večinoma dobro začrtujejo pot. V zadnjih dveh letih se je uvoz uspešno kontroliral. Zdaj pa se pojavlja novo vprašanje neplaniranega in nekoordiniranega porasta domače proizvodnje. Vrtimo se v krogu. Kar smo želeli preprečiti z omejitvami uvoza, nam je pri drugih vratih ušlo v obliki številnih različnih domačih kapacitet.'
'Pred leti smo si predstavljali domačo proizvodnjo v smislu resnične proizvodnje z močno koncentracijo kapitala, ki je potrebna za razvoj in obratovanje take industrije, morda eno ali dve podjetji za zdravo konkurenco. Danes imamo 26 podjetij, ki ""proizvajajo"" računalniško opremo. Večje število teh podjetij se je iz zastopnikov spremenilo v proizvajalce te opreme, z izjemo Gorenja in še nekaj manjših podjetij, ki je novinec brez tradicije uvozniškega posredništva. Obenem pa nobeno od najbolj razširjenih tujih proizvajalcev ne nastopa z nobenim od domačih podjetij. Ta podjetja naj bi postavljala nesprejemljive kapitalistične pogoje. Vprašanje je tudi ali bo vsak domači proizvajalec za nekaj nameščenih sistemov razvijal in vzdrževal svojo programsko opremo in skrbel za lasten kvaliteten servis. Proizvajalci bodo vse probleme, ki se ponavadi pojavijo nekaj let po namestitvi, prevalili na kupce.' 
'Številni domači proizvajalci niti ne podpirajo širšega družbenega koncepta smotrno sestavljenih in izkoriščenih informacijskih sistemov, kar privlači kupce, ki tako lahko dobijo opremo brez upoštevanja koncepta. Mnogi domači ponudniki delajo z minimalnim deležem domače proizvodnje in se v resnici pojavljajo kot prodajalci uvožene opreme za dinarje. Zato bi bilo nujno, da se domača proizvodnja omeji v ožji izbor opreme tako kot to delamo z uvozom in da se v tem okviru razmisli tudi o sodelovanju z najbolj razširjenimi tujimi znamkami, ki zdaj niso zastopane'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-7ZZPHOEL/6/index.html
79/25,Šolstvo/Znanost,"Delo (24.11.1979, letnik 21, številka 275)",">>Zanimanje časopisnih agencij neuvrščenih za Elektrotehnin sistem
'Na konferenci o sodelovanju časopisnih agencij neuvrščenih držav v informiranju so prikazali delovanje sistemov Delta 340 in Delta 700, ki sta bila povezana z računalnikom v Zagrebu in Ljubljani, na računalnik je bilo priključenih 28 terminalov v različnih krajih.. Sistem omogoča prenos podatkov preko telefonskih, teleprinterskih, mikrovalovnih ali satelitskih zvez''Predstavniki iz Libije, Iraka in Kuvajta so želeli s Elektrotehno skleniti dogovore o poslovno-tehničnem sodelovanju, da bi jim poleg dobave nudili tudi strokovno pomoč pri uvajanju in organiziranju sistemov'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-RC4H93OZ/4/index.html
79/26,Šolstvo/Znanost,"Delo (10.12.1979, letnik 21, številka 286)",">>V Delti bodo ustanovili skupnost za plansko sodelovanje vseh proizvajalcev računalniške opreme
'Elektrotehna, Rudi Čajevec, EI Beograd, Novokabel Novi Sad, Tovarna meril Slovenjgradec-Slovenijales, Energoinvest Sarajevo, Unis Eko Ljubljana, TRS Zagreb, Asimpex Novi Sad in predstavniki Gospodarske zbornice Jugoslavije'
'Zapisali so, da je ustvarjen temelj za tehnološko-kadrovsko in materialno oblikovanje skupnega programa za proizvodnjo računalniškega sistema Delta in se dogovorili za ustrezno delitev dela. Da bi plani res zaživeli bodo ustanovili skupnost za medsebojno plansko in delovno sodelovanje, ki bo odprta tudi za druge'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-VC7CXDP4/2/index.html
79/28,Šolstvo/Znanost,"Delo (20.12.1979, letnik 21, številka 295)",">>Proizvodnja namesto montaže
'Združeno delo podpira pobudo sprejema dogovora o izvajanju skupne politike pri uvozu tehnologije, hkrati pa sodi, da takšnega dogovora ni mogoče sprejeti brez sodelovanja zbornice, ki je mesto sporazumevanja in usklajevanja interesov gospodarstva glede uvoza'
'Večji poudarek bi morali dati koriščenju domače tehnologije, bogatenju tujih dosežkov z dosežki lastnega razvoja ter dohodkovni in izvozni učinkovitosti podjetij''V zobornici podpirajo skupen program o razvoju računalniške proizvodnje, posebej pa podpirajo takšen program, ki bo zagotovil razvoj domače proizvodnje in ne zgolj montaže'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-EEFF8V02/2/index.html
79/29,Šolstvo/Znanost,"Delo (21.12.1979, letnik 21, številka 296)",">>Po zadnjih podatkih v državi 26 proizvodnih, zastopniških in drugih organizacij, ki se ukvarjajo s proizvodnjo večjega ali manjšega deleža računalniške opreme'
'Ti govorijo, da tuji proizvajalci komaj čakajo, da bodo lahko sodelovali z našimi podjetji in jim napol zastonj odstopili vso potrebno opremo, znanje in izkušnje, po vrhu pa še tržišča kamor bodo lahko izvažali presežke svoje proizvodnje'
'Drugi naši proizvajalci imajo drugačne predstave. Ti imajo tako proizvodne kot tudi umske zmogljivosti in nekaj izkušenj in se zavedajo, da so sposobni postopno osvojiti in razviti del proizvodnje računalniške opreme, če k sodelovanju pritegnejo še strokovnjake iz znanstveno raziskovalnih in razvojnih inštitutov. Poskušajo ujeti in obdržati korak z razvojem v svetu. Smotrno ćelijo uporabljati tuje dosežke, osvojiti čim višjo raven proizvodnje in jo nenehno bogatiti z lastnim znanjem in razvojnimi dosežki. Kjer je lasten razvoj predgrag, bi se poslužili tujega znanja.'
'Razdrobljeni in nepovezani takšnega zahtevnega zalogaja v Jugoslaviji ne zmoremo, zato bi morala podjetja pri razvoju domače proizvodnje sodelovati in se dogovoriti za skupen enoten program. Ob smotrni delitvi dela je tega dovolj za vse in tudi možnosti za nova delovna mesta.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-1NBIG2UL/4/index.html
79/30,Šolstvo/Znanost,"Delo (25.12.1979, letnik 21, številka 299)",">>Priznanje Iskre Univerzi v Ljubljani za dodelovanje pri znanstveno-raziskovalnem delu in vzgoji strokovnjakov
'V sodelovanju z univerzo je bilo lani zaključenih okrog 20 raziskovalnih nalog predvsem s strateško pomembnih področij, kot so mikroelektronika, računalništvo, telekomunikacije, avtomatizacija, elektronska optika in drugih'
>>Sporazum o sodelovanju med Iskro in Elkom med drugim na področju procesne tehnike in računalniškega krmiljenja, računalništva, avtomatizacije...",http://www.dlib.si/listalnik/URN_NBN_SI_doc-GHVP2EKM/2/index.html
80/01a,Šolstvo/Znanost,"Informatica (1980, letnik 4, številka 1)",">>Iskra na Hannovrskem sejmu razstavila Iskradata 1680-20/21 in Iskradata 1680-10, oba plod domačega razvoja, oblikovanja in proizvodnje
>>Delta/total modularen in prilagodljiv sistem podatkovnih baz",https://www.dlib.si/stream/URN:NBN:SI:DOC-7GFPYXQS/9e68905d-69c8-48ff-8b97-f4da52bbf3de/PDF
80/01b,Šolstvo/Znanost,"Delo (03.05.1980, letnik 22, številka 103)",">>Iskra v Hanovru razstavljala tudi računalnike
'Velja zlasti izpostavit Iskradata 80-50 pisalnik za pripravo dokumentacije in pisem, za katerega so razvili tudi vse potrbne programske rešitve.. sistem Iskradata 1680-20, ki se odlikuje s sodobno oblikovanim delovnim mestom.. in mikroračunalnik za razvoj programov, ki ga je mogoče uporabljati tudi za različne procesne in poslovne namene'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-3L3DY2W0/2/index.html
80/10,Šolstvo/Znanost,"Informativni fužinar (01.10.1980, letnik 17, številka 18)
in Informativni fužinar (15.10.1980, letnik 17, številka 19)",">>Prvi primer uporabe procesnega računalnika v neposredni proizvodnji livarne v Jugoslaviji
'Računalnik so začeli uporabljati zato, da bi znižali materialne stroške legiranih jeklolitin, da bi povečali enakomernost končne kemijske sestave in po možnosti znižali odstotek kemijsko zgrešenih šarž, pa tudi zato, da bi približali uporabo računalnika in matematičnih metod neposrednemu proizvajalcu'
'Kažejo se stabilizacijski učinki in uspešno reševanje devizne krize z računalniki za dinarje.. Elektrotehna Delta, ki proizvaja domače procesne računalnike, že vrsto let vabi k sodelovanju na področju programske opreme. V železarni imamo že preko 1500 programov, ki predstavljajo neke vrste individualno proizvodnjo.'
'Po izredno uspešni uporabi procesnega računalnika v minilivarni smo se končno odločili: svoje znanje bomo začeli prodajati!'","https://www.dlib.si/stream/URN:NBN:SI:DOC-LBRXRTNY/0fb7b722-ded5-4fc2-92e7-eded198d422f/PDF 
https://www.dlib.si/stream/URN:NBN:SI:DOC-N1VNBLOT/12f3201d-8138-48ba-8b6b-8fb03c2a7004/PDF "
80/11,Šolstvo/Znanost,"Katedra (20.06.1980, letnik 19, številka 6)",">>Razpis Kidričevih nagrad 1981
'VEKŠ: Računalniške mreže'
'VTŠ: Izdelava programskega paketa za programiranje NC vrtalno frezalnega ali NC brusilnega stroja z računalnikom DELTA 340/40... Grafični sistem za konstruiranje z računalnikom.. Razvoj prototipa kvalitetnega ravninskega risalnika AO.. Programska oprema za uporabo mikroprosesorja ISKRA 1680 v tehniški praksi.'
'VTO: Računalniško projektiranje elektrotehničnih sistemov",https://www.dlib.si/stream/URN:NBN:SI:DOC-NELV9UTX/213767b1-626e-47fe-a41e-d238574afc4f/PDF
80/17,Šolstvo/Znanost,"Delo (05.03.1980, letnik 22, številka 54)",">>Nosilci računalniške proizvodnje naj oblikujejo skupen, enoten koncept o razvoju proizvodnje in se dogovorijo za smotrno delitev dela v slovenskem, jugoslovanskem in mednarodnem prostoru
'Nismo tako bogati, da bi razmetavali denar za razvoj več vzporednih med seboj neusklajenih proizvodenj računalniške opreme'
'Z merili bi morali podrobneje opredeliti, kaj je pravzaprav lasten razvoj, možni proizvajalci, pa bi morali dokazati ali imajo dovolj ustreznih strokovnjakov za tak razvoj.. ali lahko nudijo porabnikom ustrezno opremo in podobno. Proizvajalec bi se morala z porabniki tudi usklajevati glede usmeritev prozvodnega programa. Po planu naj bi do leta 1985 vsaj polovico uvoza opreme pokrivali z izvozom lastne opreme.'
'Čas je da se brez sprenevedanja o skupnem razvoju izrečejo tudi vsi možni proizvajalci Elkom, Elektrotehna, Gorenje in Iskra in se skupaj z uporabniki lotijo prirprav za ustanovitev skupnega programa'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-LX8JDMPX/4/index.html
80/18,Šolstvo/Znanost,"Delo (12.03.1980, letnik 22, številka 60)",">>Zbornična komisija bo ocenila pogodbe s tujimi parnerji na področju računalnišva
'Pogledi in merila zbornice se razlikujejo od mnenj posameznih proizvajalcev. Novembra lani so pozvali proizvajalce naj v skladu s sprejetimi izhodišči in merili uskladijo svoje razvojne programe v enoten koncept. Zbornica je sprožila pobudo za ustanovitev skupnosti združenega dela, od 10 organizacije jih je 6 že imenovalo delegate v iniciativni odbor. Skupnost bo nosilec enotnega razvojnega programa računalništva za obdobje 1981-1985'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-FI0GT9PX/2/index.html
80/21,Šolstvo/Znanost,"Delo (25.04.1980, letnik 22, številka 98)",">>Domači analizator elektrodiagrama
'Na napravi so začeli delati strokovnjaki FE in priznani kardiologi že leta 1972.. S posebej izdelanim programom se odčita parametre iz krivulje kardiograma. Tak mikroprocesorski sistem bo pri nas izdelovalo Gorenje.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-CWY8FLET/8/index.html
80/22,Šolstvo/Znanost,"Delo (24.05.1980, letnik 22, številka 121)",">>Gospodarjenje v sozd Iskra
''Precej pozornosti so v pogovoru namenili razvoju računalništva, saj dokončne odločitve o tem, kdo naj bi razvijal ta program še ni. V Iskri so se nedavno o pogovarjali z Gorenjem o razvoju domačega mini računalnika, pogovore pa bodo imeli tudi z ostalimi podjetji s tega področja. V Iskri so do sedaj razvili dva mikro računalnika, ki sta plod lastnega dela in znanja in naj bi kmalu našla svoje mesto tudi na trgu.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-RMEXOJMV/4/index.html
80/24,Šolstvo/Znanost,"Delo (04.06.1980, letnik 22, številka 130)",">>Slovenijales Kopa
'Potem ko so se vključili v krog proizvajalcev računalniške opreme v Sloveniji, v podjetju izdelujejo predvsem računalniške terminale'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-CZCLYPFN/28/index.html
80/30,Šolstvo/Znanost,"Delo (06.08.1980, letnik 22, številka 182)",">>V Sarajevu podpisali sporazum o delitvi dela in specializaciji med Energoinvest, Unis in Rudi Čajevec
'Z uresničitvijo sporazuma bodo v veliki meri zadostili potrebam domačega trga po elektronskih napravah, ki smo jih doslej uvažali'???",http://www.dlib.si/listalnik/URN_NBN_SI_doc-VQS8UFHN/2/index.html
80/33,Šolstvo/Znanost,"Delo (30.09.1980, letnik 22, številka 229)",">>Na VTŠ Maribor je bil odprt nov center za tehniško programsko opremo
'Center je usmerjen v reševanje problemov in razvijanje domačega znanja na področju računalniškega projektiranja za združeno delo na domači računalniški opremi.. Delo centra poteka že skoraj dve leti, redno je zaposlenih 10 strokovnjakov in 10 strokovnih sodelavcev iz združenega dela in pedagoških delavcev''Izdelali bodo prva primerka grafičnih zaslonov, ki bodo omogočali prikaz slik in risalnik za gradbeniško in strojno industrijo'
>>V Muri usposobili tudi nujno potrebni procesni računalnik",http://www.dlib.si/listalnik/URN_NBN_SI_doc-Z97YJ2YA/2/index.html
80/33a,Šolstvo/Znanost,"
Delo (17.10.1980, letnik 22, številka 244)",">>Do sedaj 15 splošnih programov
PODROBNO o VTŠ Centru za tehnično programsko opremo!!!",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-24LNAYSW/6/index.html
