ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
75/34,Splošno,"Sobotna priloga (13.12.1975, letnik 18, številka 289)",>>Nevrokibernetika.. sodelovanje človeka in stroja,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-IYJ1M314/12/index.html
75/33,Seznam,"Delo (06.11.1975, letnik 18, številka 259)
in Delo (19.11.1975, letnik 18, številka 270)",">>Namera oblikovanja enotnega računalniškega centra v Posavju
'Sodobna obdelava podatkov sedaj samo v Lisci, umestno bi bilo nekje na območju namestiti močnejši računalnik za potrebe vseh podjetij, morda kar v Lisci''Podjetja nimajo želje po velikem številu računalnikov, zato so še številna področja kjer delajo ročno''Manjši računalnik bo kmalu začel delati v Jutranjki'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-KCCUF4AB/16/index.html
75/32,Zdravstvo,"Delo (10.10.1975, letnik 18, številka 237)",">>Obdelava receptov z računalnikom v RZS
'Zapletlo se je pri optičnem čitalniku, stari preslab, novi obtičal na carini. Zdaj nadomeščajo skeniranje zaostalih receptov. Z računalnikom pa tudi ne gre gladko, RZS je vezana na računalnik pri Intertadeu, ta pa mora računalnik po pogodbi vrniti konec tega leta, vsi upi so usmerjeni v realizacijo najema lastnega računalnika'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-1PPRHT6B/2/index.html
75/31,Šolstvo/Znanost,"Delo (08.10.1975, letnik 18, številka 235)",">>Ustanovitev Centra za nuklearno medicinsko tehniko in računalništvo na IJS
>>Na sejmu sodobna elektronika pa simpozij o digitalnih telekomunikacijah, Iskra začela razvijati mikroelektroniko",http://www.dlib.si/listalnik/URN_NBN_SI_doc-O6Y1WLAX/2/index.html
75/30,Splošno,"Sobotna priloga (04.10.1975, letnik 18, številka 232)",">>Prihodnost javnih občil do leta 2000
'Razvoj informacijske tehnike bo sporžil globlje socialne spremembe kot sta jih knjiga in film''",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-03YJAI6U/12/index.html
75/29,Seznam,"Delo (19.06.1975, letnik 17, številka 142)",>>Marles namenil sredstva za nov elektronski računalnik,http://www.dlib.si/listalnik/URN_NBN_SI_doc-ABXX5WOK/20/index.html
75/28,Zdravstvo,"Delo (13.06.1975, letnik 17, številka 137
in Delo (14.06.1975, letnik 17, številka 138)",">>Mednarodni kongres bolnišnic
'Na dnevnem redu bo tudi praktična uporaba računalnikov v zdravstvu, ne le pri obdelavi administrativnih storitev, tudi v medicini.. Pri nas smo v tem šele na začetku, zato bodo o tem govorili predvsem najbolj znani tuji strokovnjaki'","http://www.dlib.si/listalnik/URN_NBN_SI_doc-ZNB6SEC7/4/index.html
http://www.dlib.si/listalnik/URN_NBN_SI_doc-PQ1PUIPY/4/index.html "
75/27,Seznam,"Sobotna priloga (14.06.1975, letnik 17, številka 138)",">>O napačni interpretaciji zakonodaje
'Interpretacija, da je potrebno najete računalniki odkupiti ali vrniti je napačna. Sprememba je le v tem, da je potrebno carino za uvoz takoj poravnati v primeru zamenjave za nov računalnik pa se ta carina odšteje od carine za novi računalnik''Menda namerava kar 50 organizacij v Yu v tem letu obnoviti ali skleniti pogodbe o najemu opreme'
'Krepi se prepričanje, da je uveljavljanje računalnikov pri nas stihijski proces, ki ga motivirata moda in prestiž, rezultati pa da so prevelika raznolikot opreme in negospodarno izkoriščanje'
'Po eni strani naj bi računalnik krepil moč manjšine, orodje novega tehnološkega imperializma, po drugi pa naj bi pomagal pri samoupravljanju in naj bi razbremenjeval delovno ljudstvo enoličnih in enostavnih opravil'
'Račuanlnikov naj bi se bali predvsem birokrati in upravljalci, ker bodo stroji odkrivali vse njihove napake'
>>Primer Gorenja in Želzarne Ravne
'Kljub vsem mnenjem je razvoj dejansko šele na začetku, Slovenija ima toliko računalnikov kot švicarska letalska družba''Nekateri tečejo pred drugimi, nekateri stojijo, nekateri zaostajajo'
'Gorenje inštaliralo že tretji računalnik''Na seznamu teh ki uporabljajo tehniko so sama najuspešnejša imena in oni niso krivi, če nekateri ne vedo kaj naj počnejo s kupjeno opremo'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-FH4UCXIS/12/index.html
75/26,Domača izdelava,"Delo (05.06.1975, letnik 17, številka 130)",">>Iskra in IJS in EF izdelali dva prototipa procesnega računalnika 1600 in 3200
'Zdaj se že pripravlja na proizvodnjo. Integrirana vezja, spominski bloki in vhodno izhodne naprave so uvožene, pa še to nameravajo v precejšnji meri izdelovati doma''Sestavljajo samostojen računski center, ki bo do konca leta imel 5 računalnikov za testiranje izdelanih naprav za uporabo v avtomatskih telefonskih centralah''Razmišljajo o razširitvi proizvodnje na računalnike za industrijo, energetiko, promet''Iskra namerava ponuditi trgu tudi male računalniške sisteme za poslovno rabo'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-F9R9OGSJ/2/index.html
75/25,Seznam,"Delo (19.04.1975, letnik 17, številka 92)",">>Razprava o ukinitvi možnosti začasnega uvoza
'V Sloveniji okrog 40 najetih elektronskih računalnikov, od tega 35 v gospodarstvu' RAZJASNITEV GLEDE OMENJENE UKINITVE MOŽNOSTI NAJEMA na 75/27",http://www.dlib.si/listalnik/URN_NBN_SI_doc-LTBU9V2X/2/index.html
75/24,Splošno,"Delo (11.04.1975, letnik 17, številka 85)",>>Računalniška povezava Ljubljana-Bologna,http://www.dlib.si/listalnik/URN_NBN_SI_doc-KRKKMV9W/8/index.html
75/23,Seznam,"Delo (19.03.1975, letnik 17, številka 65)",">>GLIN 1974 kupila terminal CDC za delo na oddaljenem računalniku RRC
'V perspektivi naj bi ta terminal postal center računalniških zmogljivosti za Gornjo Savinjsko dolino, preko katerega bi se na računalnik v Lj priključila še ostala podjetja'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-6V3XE7LW/24/index.html
75/22,Seznam,"Delo (12.03.1975, letnik 17, številka 59)",">>Povečujejo zmogljivost Cyber 72
'Že drugič v dveh mesecih povečali zmogljivost računalnika z 50% več spomina in štirimi novimi diski''Uvedli delo v treh izmenah''12 partnerjev preko 24 terminalov'
>>Izdelava socialne izkaznice
'V sržavi je približno 400 računalnikov, ki so po nekaterih ocenah 10% izkoriščeni, o šolanju strokovnjakov in statistikov pa ne razmišljamo dovolj''Izdelava socialne izkaznice je še ena spodbuda, da temu vprašanju posvetikmo več pozornosti'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-UQA269EK/2/index.html
75/21,Splošno,"Sobotna priloga (08.03.1975, letnik 17, številka 56)",">>Avtomatizacija
'Eksploziven razvoj avtomatizacije omogočila moderna elektronika s svojo miniaturizacijo in računalništvom'
'Za avtomatiziranim obdelovalnim strojem še vedno stoji delavec, le da zdaj utegne izkoriščati svoje višje umske sposobnosti in da je izdelek vse bolj enakomeren in z manj napakami'
'Uvajanje integriranih vezij je prineslo še dosti večjo in globlje segajočo revolucijo.. omogočilo je uporabo polprevodniških vezij tudi tam, kjer prej to ni bilo mogoče''Izdelava v velikih serijah z minimalnimi tolerancami, problem hlajenja odpade, radikalno se povečuje območje uporabe, za uporabnika preprostejše programiranje'
'Posebnega pomena v avtomatizaciji so tudi računalniške mreže, telekomuinikacije''Pri nas mreža še zelo skromna, prednost je da jo bomo lahko ob izgradnji opremljali po najsodobnejih principih mikroelektronike, ki omogočajo dosti smotrnejšo uporabo'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-WGDJGDV2/12/index.html
75/20,Seznam,"Delo (14.02.1975, letnik 17, številka 37)",">>SDK in avtomatska obdelava podatkov
'Obdelavo za vso Gorenjsko so začeli upeljevat že leta 1973, lani pa na celem območju'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-DJ2H2UW3/20/index.html
75/19,Domača izdelava,"Sobotna priloga (08.02.1975, letnik 17, številka 32)",">>O integriranih vezjih
'Iskra in Rockwell podpisala načelni sporazum o sodelovanju v mikroelektroniki.. Iskra bo poslej izdelovala MOS/LSI integrirana vezja.. Gre za kovinsko oksidni polprevodnik.. na rezine silicijevih kristalov pri visoki temperaturi spravijo oksid nato pa z jedkanjem in difuzijo in naparjanjem kovine skozi vrsto mask izoblikujejo vrsto integriranih vezij, ki jih potem razlomijo na delce-chip-e'
'Integrirano vezje je pomanjšano elektronsko vezje, kjer se po različnih postopkih formirajo številni aktivni in pasivni elementi, ki so med seboj povezani z ustreznimi prevodnimi potmi'
'Zankrat je izmeček v proizvodnji čipov izredno visok, zato je večji del od proizvodnje prav natančno preizkušanje in montaža'
'Že zdaj na naši Elektrotehniški fakulteti v laboratoriju izdelujejo chipe'
'Žepni kalkulator HP-60 sta zasnovala slovenska inženirja Fazarinc in Rode'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-OR6XJ392/14/index.html
75/18,Javna uprava,"Delo (07.02.1975, letnik 17, številka 31)",">>Moderni informativni sistemi v javni upravi
'Anketa v Jugoslovanskih občinah pokazala da so nekater občine že sprejele avtomatsko obdelavo podatkov in sodobne informacijske sisteme. Nekatere imajo lastne centre za elektronsko obdelavo, nekatere pa se poslužujej računalnikov gospodarskih družb. V mnogih občinah pa ni niti sledu o tem'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-2XXLQS8O/6/index.html
75/17,Seznam,"Delo (16.01.1975, letnik 17, številka 12)",">>Elektronska obdelava podatkov v Koprski luki
'Pri nas je več delovnih organizacij začelo z elektronskimi računalniki po predpisu iz 1973 obračunavati prejemke z vso razčlembo. V Luki ga uporabljamo tudi za spremljanje vseh osnovnih sredstev.. Uporabljajo Tomosov računalnik.. Že 1967 so se Luka, Delamaris, Interevropa in KBH dogovorili o skupnem izkoriščanju računalnika, ki ga je vzel v najem Tomos'
'Zapletenost pomorskega gospodarstva terja številne podatke za poslovne odločitve, zato se pripravljajo da bodo do konca leta dobili svoj računalnik IBM 370/115'
'Obdelava podatkov si vse bolj utira pot, pogosto pa je slišati, da naprave niso dovolj izrabljene'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-LY9GAOX2/30/index.html
75/16,Seznam,"Delo (15.01.1975, letnik 17, številka 11)",">>Železarna Ravne in novi elektronski računalnik
'Računalniški center s svojimi mladimi programerji je postal srce železarne, vse je tukaj uskladiščeno v banki podatkov. Dve leti so pripravljali celotno organizacijo, zdaj je sistem utečen'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-LVGK49VZ/4/index.html
75/15,Seznam,"Naš glas (1975, letnik 17, številka 8)",>>Elektronski računski center Delamaris Izola,https://www.dlib.si/stream/URN:NBN:SI:DOC-MN4HXCB3/d66b2573-4b64-4aef-809f-f89e13135019/PDF
75/14,Šolstvo/Znanost,"Tržiški tekstilec (1975, letnik 16, številka 6)",>>O RRC,https://www.dlib.si/stream/URN:NBN:SI:DOC-YU1IT1H2/0b24ab01-8301-4e9c-87ba-dcf187f7eb13/PDF
75/13,Seznam,"Tržiški tekstilec (1975, letnik 16, številka 3)",>>Področja uporabe računalnika v Predilnici in tkalnici Tržič,https://www.dlib.si/stream/URN:NBN:SI:DOC-WF3BEDJF/1eb20329-bcde-41dc-9470-33f44a846d20/PDF
75/12,Šolstvo/Znanost,"Naš čas (14.03.1975, letnik 11, številka 10)",">>O RRC
'V RRC so te dni že drugič v zadnjih dveh mesecih povečali zmogljivosti Cyber 70. Z dodatnimi elementi so podvojili zmogljivosti zunanjega spomina in povečali zmogljivost računalnika za okrog 50 odstotkov. Računalnik v Ljubljani uporablja že 12 partnerjev, ki delajo prek 24 terminalov deloma v Lj, deloma v drugih krajih po Sloveniji in Jugoslaviji'",https://www.dlib.si/stream/URN:NBN:SI:DOC-TS3XDVST/a13ec7b7-18b4-487d-873a-6f247e011a4d/PDF
75/11,Seznam,"Steklar (16.05.1975, letnik 11, številka 5)",>>Računalništvo v Sloveniji in vloga RRC,https://www.dlib.si/stream/URN:NBN:SI:DOC-3EGP63RF/b96751e4-9bc4-408f-b2b7-3338d513df8b/PDF
75/10,Domača izdelava,"Glas (10.06.1975, letnik 28, številka 44)
in Glas (01.08.1975, letnik 28, številka 57)",V Iskri so s pomočjo IJS izdelali prvi domači procesni računalnik za krmiljenje elektronskih  telefonskih central',"https://www.dlib.si/stream/URN:NBN:SI:DOC-XKRIRBIN/35fce8cb-a04b-4d4a-ac94-ddf39510f0ee/PD
https://www.dlib.si/stream/URN:NBN:SI:DOC-8PWEUELS/a44a0b5e-1607-4e84-8b9d-217ba94cb497/PDF"
75/09,Seznam,"Glas (07.01.1975, letnik 28, številka 1)","V procesu uvajanja je bil tudi nov računalnik, ki bo v prihodnje brez dvoma vplival na boljše in pravilnejše odločitve'",https://www.dlib.si/stream/URN:NBN:SI:DOC-ZAATKBEM/bc0c1db7-081f-484e-b387-9500cc80b0cf/PDF
75/08,Seznam,"Dolenjski list (13.03.1975, letnik 26, številka 11))
in Naša komuna (03.03.1975, letnik 11, številka 3)
in Glas (01.04.1975, letnik 28, številka 25)",>>Sirjenje republiškega računalniškega centra,"https://www.dlib.si/stream/URN:NBN:SI:DOC-AL9YDQLL/5979d118-f4a9-4eef-90ee-980a05174381/PDF 
https://www.dlib.si/stream/URN:NBN:SI:DOC-FIVPVACS/aceb557e-2091-4809-a18e-bb19989639af/PDF https://www.dlib.si/stream/URN:NBN:SI:DOC-LZYTUCIM/72a07b20-86f3-48e6-b178-ebf354c7a95c/PDF"
75/07,Splošno,"Koroški fužinar (25.11.1975, letnik 25, številka 4)",>>O proizvodni kibernetiki,https://www.dlib.si/stream/URN:NBN:SI:DOC-BLLLRCUP/98a3ef01-8d3c-46b1-a927-083019bd56bf/PDF
75/06,Splošno,"Koroški fužinar (25.04.1975, letnik 25, številka 2)","Brez sodobnih tehničnih pripomočkov, v prvi vrsti elektronskih računalnikov, ni mogoče zgraditi integralnih, povezanih informacijskih sistemov. Računalnik, vgrajen konec leta 1973 v železarni je sicer prvi, a že kmalu ne bo edini računalnik v občini in regiji''Smo se odločili za nabavo disketne enote'",https://www.dlib.si/stream/URN:NBN:SI:DOC-BK3M8QVW/5beb0155-efb3-467f-96b6-41685a54c7c2/PDF
75/05,Šolstvo/Znanost,"Knjižnica (1975, letnik 19, številka 1/4)",>>Enotni bibliografski računalniški center za vso državo,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-LUO9P7FB/66/index.html
75/04,Seznam,"Viharnik (1975, letnik 8, številka 1)",">>Avtomatska obdelava podatkov v Lesni Slovenj Gradec
'Lansko leto so se nabavila mehanografske naprave na katerih se obdelujejo posamezni progarami za gozdarsko prozivodnjo",http://www.dlib.si/stream/URN:NBN:SI:DOC-N6ISTTC7/3438baf7-7eaa-4a9b-b4df-bb2a1a9b1949/PDF
75/03,Seznam,"Kamniški občan (1975, številka 4)",">>Računski center v Kamniku
'Titan začel obdelavo podatko med prvimi v Sloveniji skupaj s podjetjem Rog v Ljubljani od 1959, nato pa so se odločili da kupijo lasten mg sistem. 62/63 so iskali partnerje v Kamniku, nekateri kasneje odstopili, resen partner podjetje Stol, ki je že imelo naročen IBM 3000-TO NI MODEL RAČUNALNIKA AMPAK SISTEM MANJŠIH LUKNJANIH KARTIC.. IBM prenehal izdelovat model 3000.. Pritegnili so še podjetje Induplati iz Jarš. Tako je 1963 nastal center. 1968 začeli iskati nov računalnik v centru. Induplati je izstopilo iz centra in nabavilo IBM 3. Titan in Stol kupila lastna IBM 3/10 leta 1972.'",http://www.dlib.si/stream/URN:NBN:SI:DOC-VCAJ853G/d26e0d47-514a-4406-8fdd-6eb3c4256f87/PDF
75/02,Seznam,"Tekstilec (1975, letnik 18, številka 4)",">>Računalništvo in vloga RRC v Sloveniji
'1972 v Jugoslaviji 300 računalnikov, pri tem niso šteti mehanografskis troji in kalkulatorji.' 'V Sloveniji primanjkuje 1500-2000 uspodobljenih ljudi'
'Cyber 70 v RRC uporablja že 12 deležnikov.. konfiguracijo računalnika so 2x nadgradili in je v letu 1975 še vedno polno izkoriščen. Pripravalja se nabava novega''Priklopljenih je 25 terminalov nekateri tudi manjši računalniški sistemi kot PDP 11, HP 2000 in IBM 1130'",http://www.dlib.si/stream/URN:NBN:SI:DOC-TYXQD8DV/b9dd37c8-f5e9-4b9f-9654-bf1b7f236ccc/PDF
75/01,Splošno,"Glasilo delovnega kolektiva LIP Bled (15.05.1975, letnik 5, številka 5)
in Glasilo delovnega kolektiva LIP Bled (14.06.1975, letnik 5, številka 6)",>> Računalništvo v Sloveniji,https://www.dlib.si/stream/URN:NBN:SI:DOC-VCAJ853G/d26e0d47-514a-4406-8fdd-6eb3c4256f87/PDF
74/60,Šolstvo/Znanost,"Delo (04.06.1974, letnik 16, številka 129)",">>Oglas VŠOD Kranj za 2 programerja/organizatorja, operaterja in 3 luknjače + učitelja za predmet programski jezik PL/I",https://www.dlib.si/listalnik/URN_NBN_SI_doc-ETCI0NTG/16/index.html
74/59,Seznam,"Delo (21.03.1974, letnik 16, številka 67)",">>Oglas Contal za delovna mesta v programu Kienzle organizatorji, programerji AOP + pripravniki",https://www.dlib.si/listalnik/URN_NBN_SI_doc-HIN6UKFX/14/index.html 
74/58,Seznam,"Delo (03.09.1974, letnik 16, številka 205)
in Delo (07.11.1974, letnik 16, številka 260)",">>Oglas Slopšna plovba progamer z opravljenim NCR testom in operater
>>Oglas Splošna plovba 2 programerja z opravljenim testom NCR
>>Oglas Megrad za programerja v AOP","https://www.dlib.si/listalnik/URN_NBN_SI_DOC-2TGFABKX/14/index.html
https://www.dlib.si/listalnik/URN_NBN_SI_DOC-E4WL5FMK/4/index.html  
https://www.dlib.si/listalnik/URN_NBN_SI_DOC-E4WL5FMK/10/index.html "
74/57,Seznam,"Delo (09.05.1974, letnik 16, številka 107)
in Delo (13.01.1976, letnik 18, številka 9)",">>Oglas Viator organizator programer in operater na računalniku
>>Oglas Viator organizator za AOP, programer, računalniški operater, vodja izmene na strojih za zajemanje podatkov
'Vabi k sodelovanju sodelavce za delo na področju računalništva.. nudimo možnost stalnega strokovnega izpopolnjevanja in napredovanje ter delo z računalnikom IBM 370/135.'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-HQ0X4GZK/8/index.html
74/56,Seznam,"Delo (20.02.1974, letnik 16, številka 42)",">>Oglas Svilanit operater, programer v računskem centru",https://www.dlib.si/listalnik/URN_NBN_SI_doc-GGGT1XLH/18/index.html
74/55,Seznam,"Delo (15.01.1974, letnik 16, številka 11)",">>Oglas Rašica programer v elektronskem računalniškem centru
>>Oglas Color za organizato programer in dva operaterja",https://www.dlib.si/listalnik/URN_NBN_SI_DOC-DR9IYHK1/14/index.html
74/54,Seznam,"Delo (09.04.1974, letnik 16, številka 83)",">>Salonit Anhovo, SGP Gorica in Vozila Gorica nakup IBM
'Podjetja podpisala sporazum o skupni organizaciji obdelave podatkov. Najeli bodo visoko produktiven IBM stroj, prostore pa že gradijo v središču Nove Gorice. Salonit bo uporabljal polovico računalniškega časa, ostala dva partnerja pa po ćetrtino.' ",https://www.dlib.si/listalnik/URN_NBN_SI_doc-R449MK86/22/index.html
74/53,Seznam,"Delo (22.03.1974, letnik 16, številka 68)",>>Oglas Mehanografski center za operaterja IBM 370/135  ,https://www.dlib.si/listalnik/URN_NBN_SI_doc-IYBBT3HU/6/index.html
74/52,Seznam,"Delo (28.09.1974, letnik 16, številka 227)",">>SDK licitacija strojev UNIVAC 1004, procesor, luknjač, sortirka",https://www.dlib.si/listalnik/URN_NBN_SI_doc-NSPTCXE3/10/index.html
74/51,Seznam,"Delo (21.09.1974, letnik 16, številka 221)
in Delo (11.12.1974, letnik 16, številka 287)",>>Oglas Ljubljanske mlekarne za Sistemskega programerja in operaterja PDP 11/40,"https://www.dlib.si/listalnik/URN_NBN_SI_doc-GOQ1I04L/10/index.html 
https://www.dlib.si/listalnik/URN_NBN_SI_doc-ZBTMT2U9/20/index.html "
74/50,Seznam,"Delo (18.06.1974, letnik 16, številka 141)",">>Izstrelitev elektronsko vodene rakete v Celju
'Po izstrelitvi so obdelali veliko količino zbranih podatkov. Na pomoč so jim priskočili strokovnjaki FE in laboratorija za analogno in hibridno tehniko z računalnikom IBM 1130 in EAI 580.'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-89FBB5ZW/9/index.html
74/49,Seznam,"Delo (19.06.1974, letnik 16, številka 142)",">>Oglas Merkur za organizatorja, programerja, operaterja na IBM 360",https://www.dlib.si/listalnik/URN_NBN_SI_doc-RJ2K9KIM/18/index.html
74/48,Splošno,"Sobotna priloga (23.11.1974, letnik 16, številka 274)",>>Jože Veber - miselni model.. preobrazba računalnika v misleči stroj,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-SR1RK3O6/14/index.html
74/47,Seznam,"Delo (21.11.1974, letnik 16, številka 272)",">>V Beti zadovoljni z novim načinom načrtovanja proizvodnje
'Samo za računanje osebnih dohodkov se računalnika ne splača imeti.. zdaj vidijo da je prava vrednost pri njegovi uporabi v planiranju''Prihranili mnogo denarja'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-V4VWYAUR/16/index.html
74/46,Seznam,"Delo (20.11.1974, letnik 16, številka 271)",">>Novi prostori mehanografskega centra sedaj na Tobačni
'Združenje 13ih delovnih organizacij prispevalo sredstva za računalniške naprave in drugo opremo''Naj bi bil eden izmed najbolj smotrno organiziranih centrov pri nas.. v obdelavi bo zaposlenih 32 ljudi, ki bo kos vsem potrebam združenja'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-8W6C9CEP/8/index.html
74/45,Splošno,"Sobotna priloga (16.11.1974, letnik 16, številka 268)",">>Po načrtih modernizacije trase Budimpešta-Jadran, bi bilo na naši železnici potrebno vpeljati centralno vodenje tovornega prometa preko računalnika",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-1QLJS0I1/8/index.html
74/44,Domača izdelava,"Delo (22.10.1974, letnik 16, številka 247)",">>Strokovnjaki FE in Iskra izdelali nov prototip elektronske centrale
'Upravljalni del nove centrale je manjši elektronski računalnik.. prav pri tem delu nove centrale so strokovnjaki razvili največ svojih izvirnih misli'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-YL5EB2ST/4/index.html
74/43,Seznam,"Sobotna priloga (19.10.1974, letnik 16, številka 245)",">>1971 v PTT kupili elektronski računalnik in ustanovili računalniško središče
'Takoj pričeli obračunavat telefonsko naročnino in izstavljati račune'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-BJLT4PW2/6/index.html
74/42,Seznam,"Delo (16.10.1974, letnik 16, številka 242)",>>Dom Ljubljana v začetku 75 dobi svoj računalnik za stalno evidenco,http://www.dlib.si/listalnik/URN_NBN_SI_doc-72IQVGUV/8/index.html
74/41,Splošno,"Sobotna priloga (12.10.1974, letnik 16, številka 239)",>>Kibernetika.. umetnost.. zavest,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-N4JCFW2X/2/index.html
74/40,Šolstvo/Znanost,"Delo (04.09.1974, letnik 16, številka 206)",">>Primernost za sprejem na medicinsko fakulteto ocenjuje računalnik
'Že peto leto daje RRC medicinski fakulteti na voljo računalnik, ki opravi delo ocenjevanja pristopnikov po zamotanih statističnih medotah''Lani so opustili sistem luknjanih kartic'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-J2VYGIYO/8/index.html
74/39,Seznam,"Delo (29.08.1974, letnik 16, številka 201",">>Uspehi Celjske Kovinotehne
'Največji računski center v Celju.. Računalnik IBM 370/175, ki bo na voljo tudi ostalim delovnim organizacijam v sestavu ITC v Celju in zunaj njega' MODEL 175 NE OBSTAJA.. VERJETNO 115!!!",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-351U7TVI/12/index.html
74/38,Javna uprava,"Sobotna priloga (24.08.1974, letnik 16, številka 197)",">>Izpopolnitev in modernizacija statistično-informacijskega sistema
'Projekt uresničuje Zavod za statistiko že od 1970, pomagajo pa že od vsega začetka tudi izvedenci OECD'Vse teče za javnost neopazno'
'Uskladitev, poenotenje in racionalizacija zbiranja informacij v Sloveniji'
'Bistvo je v formiranju in odpravi razlik med tremi osnovnimi med seboj povezanimi registri: Register prebivalstva, register organizacij in njihovih enot, ter register teritorialnih enot.. Slednja obstajata že 15 let, register prebivalstva pa le v Sloveniji in to že 21 let'
'Statistika na osnovi teorije družbene baze in nadgradnje'
'Banka podatkov v zbirni obliki.. sedanja je banka podatkov Letopis.. če bi imeli na razpolago primerno velik računalnik, bi lahko zajela več informacij, vendar Zavod za statistiko trenutno nima svojega računalnika, oziroma ustreznega sistemskega deleža'
'Potrebujemo računalnik, ki bo imel pomnilnik za 2 miljardi znakov in bi ga lahko kasneje še povečali. Ustrezni pomnilniki za Cyber 72 bi bili dražji kot če bi kupili lasten računalnik'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-Y0BJPMCU/6/index.html
74/37,Seznam,"Delo (21.08.1974, letnik 16, številka 194)",">>Kovinotehna zgradila mehanizirano skladišče, tudi računalnik
'Mehanizacija in oprema, ki sta popolna novost v Yu, povezana z elektronskimi tehtnicami in računalniškim sistemom bo omogočila 3-5x večjo produktivnost'
'Kovinotehna najela IBM 370, ki ga bo mogoče vključiti v enoten celjski sistem'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-LBMEAIVJ/16/index.html
74/36,Seznam,"Delo (30.07.1974, letnik 16, številka 175)",">>Zadržali črpanje sredstev za nakup računalnika v Jutranjki
'Preuči naj možnost skupne uporabe računalnika v Lisci'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-9ZLVGJZE/16/index.html
74/35,Splošno,"Sobotna priloga (06.07.1974, letnik 16, številka 156)",">>Elektronski časopis .. Teletekst?
'Brez dodatnega obremenjevanja zračnih valov, bi izkoristili odvečni liniji 17 in 18, ki ostajata zunaj vidnega polja televizorja.. 2 stranix24 vrstx40 znakov'
'Uredniška skupina bi v oddaljenem središču vstavljala novice v računalnik, ki bi jih kodiral za oddajanje na televizijske sprejemnike.. še posebej dragoceno v času volitev ali za posredovanje športnih rezultatov'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-PW8Y5ONA/12/index.html
74/34,Šolstvo/Znanost,"Delo (02.07.1974, letnik 16, številka 153)
in Delo (10.07.1974, letnik 16, številka 159)",">>Visoka šola za organizacijo dela Kranj
'Ima zdaj dve smeri proizvodno organizacijsko in računalniško.. na drugi stopnji študij računalništva dopolnilno industrijsko pedagoško izobraževanje in drugo'
>>Komunalno informacijski sistem Koroškem
'Razporavljalci so se strinjali s stališčem Ekonomskega centra Mb, da mora biti informacijski sistem v severvzhodno Sloveniji enoten in dostopen vsem ustanovam'
'Deležniki iz Koroške se bodo lahko navezovale na računalnik v Železarni Ravne, ki še ni povsem izkoriščen'
>>Nujno potrebno temeljito spremeniti neustrezno organizacijo zajemanja podatkov","http://www.dlib.si/listalnik/URN_NBN_SI_doc-NE5GFY5I/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-HTXDMPL7/18/index.html "
74/33,Splošno,"Sobotna priloga (29.06.1974, letnik 16, številka 151)",>>Kibernetika in računalniška matematika Žuravlev-a in Jablonsk-ega,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-60C2VURM/14/index.html
74/32,Splošno,"Delo (18.06.1974, letnik 16, številka 141)",">>Inštitut Mihajlo Pupin dokončal računalnik za in v sodelovanju z SZ
>>V Celju skonstruirali večstopenjsko elektronsko vodeno raketo",http://www.dlib.si/listalnik/URN_NBN_SI_doc-89FBB5ZW/2/index.html
74/31,Zdravstvo,"Sobotna priloga (25.05.1974, letnik 16, številka 121)
Sobotna priloga (08.06.1974, letnik 16, številka 133)",">>Elektronski računalnik in dietetika
>>Elektronska trebušna slinavka","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-L4W5JL13/16/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-6PV41B5H/18/index.html"
